id_puerto;nom_puerto;abreviatura_pais;geometry
CATRC;Tracy;CAN;POINT (-73.18700000000001 46.021333868)
USPCA;Port Canaveral;USA;POINT (-80.60469999999998 28.40443386800001)
CANNE;Nanoose;CAN;POINT (-124.198 49.26473386800001)
CAIOC;Ioco;CAN;POINT (-122.6041 49.33393386799997)
SEMAR;Marieberg;SWE;POINT (11.70830000000001 57.89433386799999)
ISKEV;Keflavikurkaupstadur;ISL;POINT (-22.5462 63.997533868)
BEBRU;Brussel (Bruxelles);BEL;POINT (4.345899999999972 50.85573386800002)
BEANR;Antwerpen (Antwerp);BEL;POINT (4.386500000000012 51.21353386999999)
JPKWN;Mishima-Kawanoe;JPN;POINT (133.557960571 34.00577317)
MANNA;Kenitra-Media;MAR;POINT (-6.673400000000015 34.26393387000002)
TRUNY;Unye;TUR;POINT (37.30149999999998 41.139533868)
JPSUM;Suminoe;JPN;POINT (130.1947 33.19493386800002)
PHTBG;Tabangoa;PHL;POINT (121.032751788 13.76836550899998)
AURTS;Rottnest Island;AUS;POINT (115.4923 -31.999966132)
AUBRT;Bathurst Island;AUS;POINT (130.1755000000001 -11.480266132)
AUKIB;King Bay;AUS;POINT (144.1055 -39.87046613199999)
CAFBB;Frobisher Bay;CAN;POINT (-68.53919999999999 63.74263386799998)
USSML;Smith'S Bluff;USA;POINT (-93.96140000000003 30.00013386799998)
USSTM;Stamps;USA;POINT (-73.55009999999999 41.04173386799999)
NOVAL;Valloy;NOR;POINT (10.4957 59.26713386799997)
NOSDL;Saltdal;NOR;POINT (15.4357 67.10813386799998)
NZORR;Otago Harbour;NZL;POINT (170.6249 -45.79826613199998)
FJVAT;Vatia;FJI;POINT (177.7643 -17.40566613200002)
INNSA;Jawaharlal Nehru;IND;POINT (72.96109999999999 18.951133868)
JPNAN;Mitajiri;JPN;POINT (131.595725439 34.03675048999997)
JPUCR;Uchiura;JPN;POINT (135.4965 35.52713386800002)
JPWJM;Wajima;JPN;POINT (136.7917 37.37033386799999)
KWMIS;Mina Saud;KWT;POINT (48.37878891000003 28.71720575099999)
MVGAN;Gan Island;MDV;POINT (73.16849999999999 -0.6830661320000218)
MYLBH;Labuan Hadji;MYS;POINT (115.1723 5.283833867999988)
MYMKZ;Malacca;MYS;POINT (102.2529 2.192733868000005)
FRTHI;Thialis;NCL;POINT (166.2101 -21.59996613200002)
TRDIL;Diliskelesi;TUR;POINT (29.51729999999998 40.74953386800001)
YERAK;Ras Al Kalib;;POINT (42.87810000000002 14.91153386799999)
CLIPC;Isla De Pascua;CHL;POINT (-109.4338 -27.14786613199999)
INTUT;Tuticorin;IND;POINT (78.19529999999997 8.749833867999996)
FIKOK;Kokkola;FIN;POINT (23.11450000000002 63.85633386799998)
CACOM;Campbellton;CAN;POINT (-66.69499999999999 47.999133868)
COPBO;Puerto Bolivar;COL;POINT (-71.97980000000001 12.215833868)
IDTJI;Tjilatjap;IDN;POINT (109.0859 -7.692366132000018)
MGWMR;Mananara;MDG;POINT (49.76825310100003 -16.16056339699998)
CUMNT;Manati;CUB;POINT (-76.82220000000001 21.35743386799999)
DKKBY;Kyndby / Krostrup/;DNK;POINT (11.88209999999998 55.810733868)
SESSR;Skutskar;SWE;POINT (17.45310000000001 60.57553386799998)
USFPT;Fairport;USA;POINT (-81.2808 41.76233386799998)
PTLIS;Lisboa (Lisbon);PRT;POINT (-9.177799999999991 38.69513386800003)
FRBEE;Berre;FRA;POINT (5.174500000000023 43.48653386799998)
ITFAL;Falconara;ITA;POINT (13.40789999999998 43.63033386799998)
GRKMI;Kalimnos Island;GRC;POINT (26.99650000000003 36.95253386799999)
ARLPG;La Plata;ARG;POINT (-57.88830000000002 -34.83316613199997)
USESB;Estero Bay;USA;POINT (-120.8689 35.40293386799999)
NOSTD;Strand;NOR;POINT (6.032500000000027 59.02583386800001)
ITOLB;Olbia (Terranova);ITA;POINT (9.506899999999973 40.92593386800002)
CUPPA;Puerto Padre;CUB;POINT (-76.6857 21.26593386799999)
FJVUD;Vuda;FJI;POINT (177.3949 -17.684066132)
IDSUP;Sumenep;IDN;POINT (102.1633 1.35073386800002)
INBUD;Budge-Budge;IND;POINT (88.18430000000001 22.48793386800003)
JPMIZ;Mizushima;JPN;POINT (133.7505 34.51253386799999)
JPTGO;Tagonoura;JPN;POINT (138.6993 35.13353386799997)
JPABA;Abashiri;JPN;POINT (144.1231 44.016333868)
TTPTG;Point Galeota;TTO;POINT (-60.99450000000002 10.13063386800002)
TRSRK;Sarkoy;TUR;POINT (27.12830000000002 40.62013386799998)
VNRBE;Red Beach;VNM;POINT (108.1847 16.07063386800002)
ANCRB;Caracasbaii;ANT;POINT (-68.85759999999999 12.06013386799998)
ARSAE;San Antonio Este;ARG;POINT (-64.73869999999999 -40.81236613200002)
OMMFH;Min-Al-Fahal;OMN;POINT (58.50812221939442 23.63930788288011)
CAPMW;Port Medway;CAN;POINT (-64.56330000000003 44.154933868)
CACBC;Come By Chance Bay;CAN;POINT (-53.76569999999998 47.622333868)
IEAUG;Aughinish Island;IRL;POINT (-9.047900000000027 52.63053386799999)
MZANO;Angoche;MOZ;POINT (39.91449999999998 -16.246566132)
NGOBO;Que Oboe / Eket;NGA;POINT (7.995299999999986 4.540933870000003)
PHTGO;Tagoloan Mis. Or;PHL;POINT (124.742774423 8.53805046399998)
TRGOK;Golcuk;TUR;POINT (29.81470000000002 40.73613386800002)
MYEND;Endau;MYS;POINT (103.6101 2.669933867999987)
RUIOK;Iokanka;RUS;POINT (39.51609999999999 68.05543386800002)
MXCZM;Cozumel;MEX;POINT (-86.95659999999998 20.50613386800001)
AUPTD;Port Dalrymple;AUS;POINT (146.8403 -41.14236613200001)
AUCPN;Cape Preston;AUS;POINT (116.1639 -20.835766132)
CAPPC;Pointe Au Pic;CAN;POINT (-70.14400000000001 47.61543386800003)
CACST;Chester;CAN;POINT (-90.70909999999998 63.34433386799998)
USGRG;Gray;USA;POINT (-124.1318 46.90513386800001)
USCRP;Corpus Christi;USA;POINT (-97.33879999999999 27.709733868)
NOHAN;Halvorshavn;NOR;POINT (10.62790000000001 59.57643386799998)
MANDR;Nador;ESP;POINT (-2.930299999999988 35.27713386800002)
FJRTA;Rotuma;FJI;POINT (177.1292999999999 -12.51486613200001)
JPABO;Himeji;JPN;POINT (134.603806201 34.76936941500003)
JPHIK;Hiki;JPN;POINT (135.1247736080001 34.23965842500002)
JPKIN;Kinwan;JPN;POINT (127.9621 26.35093386800003)
JPATM;Tahara;JPN;POINT (137.0683 34.65413387000001)
JPKNU;Kinuura;JPN;POINT (136.9373000000001 34.82853386800002)
KRKPO;Pohang;KOR;POINT (129.4015000000001 36.011133868)
MYTKL;Tanjong Kling;MYS;POINT (111.3355 2.157333868000023)
RUOHO;Okhotsk;RUS;POINT (143.1811 59.34773386799998)
RUVYP;Vostochniy;RUS;POINT (133.0461 42.71853386800001)
SBCHY;Choiseul Bay;SLB;POINT (156.4077 -6.686666132000028)
TCGDT;Grand Turk Island;TCA;POINT (-71.12729999999999 21.46073386799998)
TTPTS;Point Lisas;TTO;POINT (-61.47649999999999 10.36263386799999)
TRCEY;Ceyhan;TUR;POINT (35.93509999999998 36.88203386800001)
VEPZO;Puerto Ordaz;VEN;POINT (-62.709 8.350933868000027)
BNLUM;Lumut;BRN;POINT (114.4671 4.674933867999982)
CLCGR;Cruz Grande;CHL;POINT (-71.30259999999998 -29.44316613199999)
VESLV;San Lorenzo / Maracaibo L;VEN;POINT (-71.07389999999998 9.791733867999994)
DEHBU;Hamburg-Harburg;DEU;POINT (9.97829999999999 53.47813386799999)
MXRST;Rosarito Terminal;MEX;POINT (-117.0637 32.34803386800002)
KWMIB;Shuaiba;KWT;POINT (48.14968370399998 29.041942312)
IDBOA;Benoa;IDN;POINT (115.209430286 -8.743289661000006)
ECSNC;Salinas;ECU;POINT (-80.8184 -2.158166132000019)
IDTBA;Sangatta;IDN;POINT (117.645401947 0.5427386079999792)
EGEDK;El Dekheila;EGY;POINT (29.79894960899998 31.13259569899998)
GBTYN;Tyne;GBR;POINT (-1.424399999999991 55.00923386800002)
NOAES;AÂlesund;NOR;POINT (6.219499999999982 62.47273386799998)
DEWAR;Warnemunde;DEU;POINT (12.11349999999999 54.17403386799998)
GBRSY;Ramsey;IMY;POINT (-4.350399999999979 54.310733868)
EGHAM;Hamrawein;EGY;POINT (34.2099 26.25473386800002)
DOMAN;Manzanillo;HTI;POINT (-71.75139999999999 19.70253386799999)
IRSXI;Sirri Island;IRN;POINT (54.54849999999999 25.90013386800001)
JMPRH;Port Rhoades;JAM;POINT (-77.3974 18.46053386800003)
KWSWK;Shuwaikh;KWT;POINT (47.94272118499998 29.351018345)
MZPBE;Porto Belo;MOZ;POINT (37.20069999999998 -17.767166132)
PAPAY;Payardi;PAN;POINT (-79.82760000000002 9.39493386800001)
SBVIU;Viru Harbour;SLB;POINT (157.7234999999999 -8.505666131999988)
TRBTN;Bartin;TUR;POINT (32.22961081699998 41.68681108499999)
ARPQU;Punta Quilla;ARG;POINT (-68.41759999999999 -50.11796613199999)
CMMOU;Moudi Terminal;CMR;POINT (8.478099999999984 4.108933868000008)
CMVCC;Victoria;CMR;POINT (9.20229999999998 4.010633868000014)
AOPAT;Palanca Terminal;AGO;POINT (12.40350000000001 -6.952066132000027)
AONOE;Novo Redondo;AGO;POINT (13.83710000000002 -11.19486613200002)
ANWIL;Willemstad;ANT;POINT (-68.93079999999998 12.09713386800001)
ANPHI;Philipsburg;ANT;POINT (-63.05610000000001 18.02933386799998)
AEZUR;Zurku Island;ARE;POINT (53.06810000000002 24.86453387)
AEARZ;Arzanah Island;ARE;POINT (52.56408705299998 24.77980367599997)
AEDAS;Das Island;ARE;POINT (52.879449841 25.14181960600001)
AEABU;Abu Al Bukhoosh;ARE;POINT (53.12810000000002 25.42853387000002)
QAHAL;Halul;QAT;POINT (52.4135 25.66243386799999)
AEFAT;Fateh Terminal;ARE;POINT (54.41329999999999 25.58083386999999)
AEMUB;Mubarek Terminal;ARE;POINT (55.18049999999999 25.81203386999999)
AEJEA;Jebel Ali;ARE;POINT (55.04930000000002 25.00063387)
AUPHU;Port Huon;AUS;POINT (146.9765 -43.15956613200001)
AUPGI;Port Giles;AUS;POINT (137.7578999999999 -35.027366132)
AUCLN;Cape Leeuwin;AUS;POINT (115.1385 -34.37956613199998)
AUPBY;Port Bonython;AUS;POINT (137.7628999999999 -32.996566132)
AUUSL;Useless Loop;AUS;POINT (113.4153 -26.13756613200002)
AUPEX;Exmouth;AUS;POINT (114.1771 -22.32596613200002)
AUSMT;Saladin Marine Terminal;AUS;POINT (115.0477 -21.39706613200002)
AUVAR;Varanus Island;AUS;POINT (115.5811 -20.64946613199999)
AUABP;Abbot Point;AUS;POINT (148.0749 -19.887866132)
AUYAM;Yampi;AUS;POINT (123.6855 -16.11766613200001)
AUCQP;Cape Flattery;AUS;POINT (145.3521 -14.954666132)
GAMBY;M'Bya Terminal;GAB;POINT (10.92669999999998 -3.881566131999989)
AUTIS;Thursday Island;AUS;POINT (142.2877 -10.58256613200001)
AUPST;Port Stanvac;AUS;POINT (138.4717000000001 -35.10316613200001)
AUNTL;Newcastle;AUS;POINT (151.6113 -32.97666613199999)
AUSWR;South West Rocks;AUS;POINT (153.0141 -30.88236613200002)
AUPWL;Port Walcott;AUS;POINT (117.2148999999999 -20.70566613199998)
AUSPB;Spring Bay;AUS;POINT (147.9559 -42.53666613199999)
AUCLR;Clarence River;AUS;POINT (153.3487 -29.40806613199999)
AUDRB;Derby;AUS;POINT (123.6123 -17.28086613200003)
AUGOV;Gove;AUS;POINT (136.7252999999999 -12.21536613199999)
CALOP;Long Pond;CAN;POINT (-52.9674 47.53433386799998)
CAFCM;Fort Chimo;CAN;POINT (-68.37360000000001 58.105333868)
CADEB;Deception Bay;CAN;POINT (-74.72230000000002 62.16023386799998)
CASHP;Shippegan;CAN;POINT (-64.71460000000002 47.74403386799997)
CAHMC;Harmac;CAN;POINT (-123.8744 49.13413386799999)
CAWOO;Woodfibre;CAN;POINT (-123.2524 49.66413386800002)
CADCN;Duncan Bay;CAN;POINT (-125.2806 50.07413386799999)
CAPSI;Port Simpson;CAN;POINT (-130.4296 54.555733868)
USUBJ;Algona;CAN;POINT (-82.51830000000001 42.61653386799998)
USHYD;Hyde;CAN;POINT (-130.0057 55.90553386800002)
CANVK;Nanisivik;CAN;POINT (-84.52550000000002 73.06653386800002)
CAPAF;Port Alfred;CAN;POINT (-70.85860000000002 48.326133868)
CACSN;Clarkson;CAN;POINT (-79.60000000000002 43.50013386799998)
USPAR;Parlier;USA;POINT (-93.93669999999997 29.86573386800001)
USBOY;Brooklyn;USA;POINT (-74.01319999999998 40.68343386800001)
USCFN;Cape Fear;USA;POINT (-77.96710000000002 33.84303386800002)
USSWP;Sewells Point;USA;POINT (-76.33240000000001 36.95553386799997)
USCCJ;Cape Charles;USA;POINT (-75.95940000000002 37.11673386799998)
USPHF;Hampton-Newport News-Williamsb.;USA;POINT (-76.32139999999998 36.84593386799997)
USELC;El Capitan;USA;POINT (-118.4411 32.89363386799999)
USEDB;Eden;USA;POINT (-76.60539999999997 36.05473386800003)
USMNY;Manchester;USA;POINT (-121.8673 36.60733386800001)
NOVAY;Vanylven;NOR;POINT (5.586500000000001 62.07643386799998)
NOHIT;Hitra;NOR;POINT (8.733299999999986 63.47953386799998)
NOSTJ;Stjordal;NOR;POINT (10.99189999999999 63.60893386800001)
NOFRO;Flora;NOR;POINT (5.055299999999988 61.49843386800001)
FOFUG;Fuglafirdi (Fuglefjord);NOR;POINT (7.012699999999995 62.26353386800002)
INHAL;Haldia;IND;POINT (88.07549999999998 22.013633868)
GBBNM;Barton;GBR;POINT (-2.357700000000023 53.47733386800002)
GBIYP;Islay;GBR;POINT (-6.257200000000012 55.77613386799999)
NZONE;Onehunga;NZL;POINT (174.8215 -36.93386613199999)
GRHYD;Idhra (Hydra);GRC;POINT (23.46089999999998 37.34993386799999)
GRACL;Achladi;GRC;POINT (22.8227 38.89253386799999)
JPHTC;Hitachi;JPN;POINT (140.6292999999999 36.495733868)
STSOK;Stormskaer;SWE;POINT (20.28109999999998 63.82033386799998)
BHMIN;Mina Salman;BHR;POINT (50.64391240200001 26.23824523799999)
CAMET;Meteghan;CAN;POINT (-66.16629999999998 44.19233386799999)
INCOK;Cochin;IND;POINT (76.24470000000002 9.954533867999999)
INNAV;Navalakhi;IND;POINT (70.46510000000001 22.96573386799997)
INMDV;Mandvi;IND;POINT (69.35050000000001 22.82283386799998)
INPBD;Porbandar;IND;POINT (69.59949999999998 21.64443386800002)
INMRM;Mormugao;IND;POINT (73.79989999999998 15.40303386800002)
INIXE;Mangalore;IND;POINT (74.84269999999998 12.84253386799998)
INKAK;Kakinada;IND;POINT (82.26130000000001 16.93263386799998)
INIXY;Kandla;IND;POINT (70.19409999999999 22.99593386800001)
OMRAY;Salalah;OMN,YEM;POINT (53.99858388242932 16.93873774340184)
INCCU;Calcutta;IND;POINT (88.3383 22.55313386799997)
YELOH;Loheiya;;POINT (42.68450000000001 15.70063386800001)
ECESM;Esmeraldas;ECU;POINT (-79.64830000000001 0.9832338680000134)
CUBHO;Bahia Honda;;POINT (-83.16796974599998 22.97088674299999)
CUCAB;Cabanas;;POINT (-82.97908593800003 22.999455082)
CUMOA;Moa;;POINT (-74.91071195799998 20.65312612399998)
CUPAL;Palo Alto;;POINT (-78.97280375899999 21.59723473700001)
CUPAS;Pastelillo;;POINT (-77.21763409099998 21.54213503099999)
AOLAD;Luanda;AGO COD;POINT (13.23329999999999 -8.804066132000003)
CGPNR;Pointe Noire;COG COD;POINT (11.83813974999998 -4.777218059999996)
MZBEW;Beira;MOZ, MWI, ZWE;POINT (34.83449999999999 -19.81416613200003)
NAWVB;Walvis Bay;NAM, ZWE;POINT (14.49889999999999 -22.948566132)
LKCMB;Colombo;LKA;POINT (79.842799593 6.941187280999998)
MMRGN;Yangon;MMR;POINT (96.16826534 16.76657684999998)
ZAPLZ;Port Elizabeth;ZAF;POINT (25.64789999999999 -33.96126613199999)
DOPAL;Palenque;DOM;POINT (-70.16304059200002 18.23405812800002)
BDMGL;Mongla;BGD;POINT (89.5967 22.47873386800001)
BDCGP;Chittagong;BGD;POINT (91.81950000000001 22.31373386799999)
PHTAC;Tacloban;PHL;POINT (125.001288679 11.24803497099998)
PHISL;Isabel;PHL;POINT (124.440130783 10.89010681299999)
KHSIH;Sihanoukville;KHM;POINT (103.4923 10.62293386800002)
DOSPM;San Pedro De Macoris;DOM;POINT (-69.31012510400001 18.44905849999998)
YEMKX;Mukalla;YEM;POINT (49.13690000000003 14.51753386799999)
YENIS;Nishtun;;POINT (52.19450000000001 15.82643386799998)
VGVIJ;Virgin Gorda;VGB;POINT (-64.43689920000003 18.45273680000003)
VGPUR;Purcell;VGB;POINT (-64.60960929200002 18.42632151599997)
