id_puerto;nom_puerto;abreviatura_pais;geometry
USPLV;Port Lavaca;USA;POINT (-96.57190000000003 28.66163386800002)
USGIJ;Grand Isle;USA;POINT (-90 29.23393386800001)
USGPT;Gulfport;USA;POINT (-89.08730000000003 30.35453386799998)
USNGZ;Alameda;USA;POINT (-122.3133 37.79633386799998)
IEWHI;Whitegate;IRL;POINT (-8.251199999999983 51.83143386799998)
TNLGN;La Goulette;TUN;POINT (10.29849999999999 36.81413386999998)
USPGH;Port Gamble;USA;POINT (-122.5819 47.85743386799999)
USCBL;Coupeville;USA;POINT (-122.6795 48.21933386799998)
USPEF;Port Everglades;USA;POINT (-80.11680000000001 26.09023386799998)
USSRB;Sarasota;USA;POINT (-82.54480000000001 27.334733868)
USTKV;Tappahannock;USA;POINT (-76.85500000000002 37.92073386800001)
CAPHY;Port Hardy;CAN;POINT (-127.4907 50.71933386799998)
GBUIG;Uig;GBR;POINT (-6.364700000000028 57.59113386799999)
GBLMA;Lochmaddy;GBR;POINT (-7.177500000000009 57.59653386799999)
SEJKG;Jonkoping;SWE;POINT (14.20870000000002 57.782433868)
GRAMO;Amorgos;GRC;POINT (25.86410000000001 36.83213386800003)
GRKGS;Kos;GRC;POINT (27.28789999999998 36.90633386799999)
ESGAN;Gandia;ESP;POINT (-0.1478999999999928 38.98953386800002)
ITPRO;Procida;ITA;POINT (14.0299 40.76193386800003)
ITANZ;Anzio;ITA;POINT (12.63330000000002 41.44813386800001)
ITVIA;Viareggio;ITA;POINT (10.24290000000002 43.863733868)
ESLEI;Almeria;ESP;POINT (-2.466000000000008 36.83803386800002)
ITCVV;Civitavecchia;ITA;POINT (11.78710000000001 42.09113386799999)
CHBSL;Basel;CHE;POINT (7.588300000000004 47.56673386799997)
FRGVL;Gennevilliers;FRA;POINT (2.318899999999985 48.94453386800001)
PTPDL;Ponta Delgada;PRT;POINT (-25.6585 37.73733386800001)
PTHOR;Horta;PRT;POINT (-28.62700000000001 38.53473386799999)
SEPIT;Pitea;SWE;POINT (21.5093 65.31813386800002)
SEUME;Umea;SWE;POINT (20.28089999999997 63.808933868)
MGDIE;Antsiranana;MDG;POINT (49.28512915800002 -12.27508709300002)
CACAQ;Caraquet;CAN;POINT (-64.9332 47.79183386800003)
PHATI;Atimonan;PHL;POINT (121.917013354 14.005934524)
VNNHA;Nha Trang;VNM;POINT (109.1997 12.252533868)
CYPFO;Paphos;CYP;POINT (32.41570000000002 34.75373386799998)
CAHPT;Hantsport;CAN;POINT (-64.16480000000001 45.05533386799999)
IDSUS;Susoh;IDN;POINT (96.80070000000001 3.733233869999992)
CASOR;Sorel;CAN;POINT (-73.13099999999997 46.05183386800002)
USGRB;Green Bay;USA;POINT (-88.02449999999999 44.49073386800001)
USLLD;Leland;USA;POINT (-85.77569999999997 45.01063386800001)
USCSX;Charlevoix;USA;POINT (-85.26409999999998 45.313433868)
CAQWA;Oshawa;CAN;POINT (-78.82859999999999 43.85893386800001)
NGBUR;Burutu;NGA;POINT (5.512499999999989 5.355533869999988)
IEDGV;Dungarvan;IRL;POINT (-7.624700000000018 52.09353386800001)
USBOS;Boston;USA;POINT (-71.03489999999999 42.356033868)
USJON;Jonesport;USA;POINT (-67.60930000000002 44.52853386800001)
CASUM;Summerside;CAN;POINT (-63.79969999999997 46.388633868)
CANWP;Argentia;CAN;POINT (-53.93439999999998 47.32393386799998)
CACBK;Corner Brook;CAN;POINT (-57.959 48.96033386800002)
CAPRR;Prince Rupert;CAN;POINT (-130.2978 54.32193386799997)
USSLK;Solomon;USA;POINT (-164.3963 64.54633386799998)
USTFT;Taft;USA;POINT (-90.42200000000003 29.99623386799999)
USCNV;Convent;USA;POINT (-90.83460000000002 30.00853386799997)
USMVQ;Madisonville;USA;POINT (-90.15109999999999 30.39943386800002)
USPAU;Paulsboro;USA;POINT (-75.2525 39.84303386800002)
USNLD;New London;USA;POINT (-72.10320000000002 41.35153386799999)
USVYH;Vineyard Haven;USA;POINT (-70.60390000000001 41.461533868)
USSCU;Scituate;USA;POINT (-70.7287 42.19423386800003)
USALB;Albany;USA;POINT (-73.72699999999998 42.67233386800001)
USTRY;Troy;USA;POINT (-73.70319999999998 42.74013386799999)
CABRW;Bridgewater;CAN;POINT (-64.4871 44.36653386799998)
USSQR;Shelton;USA;POINT (-123.0927 47.207233868)
USFPR;Fort Pierce;USA;POINT (-80.31830000000002 27.43893386799999)
USTXT;Texas City;USA;POINT (-94.88850000000002 29.37923386799997)
USBWT;Braithwaite;USA;POINT (-89.97320000000002 29.851733868)
USCRB;Carrabelle;USA;POINT (-84.67189999999999 29.851933868)
USBTR;Baton Rouge;USA;POINT (-91.19830000000002 30.46613386799999)
USPVD;Providence;USA;POINT (-71.3974 41.80253386800001)
USPSM;Portsmouth;USA;POINT (-70.75909999999999 43.06833386800002)
USBLI;Bellingham;USA;POINT (-122.5078 48.76353386800002)
CAHMP;Hampden;CAN;POINT (-56.87450000000001 49.54233386800001)
CABVE;Baie Verte;CAN;POINT (-56.18630000000002 49.94283386799998)
CAJED;Jedway;CAN;POINT (-131.2124 52.28963386800001)
USSGY;Skagway;USA;POINT (-135.3127 59.45583386800001)
USWQF;Whittier;USA;POINT (-148.6577 60.78193386800001)
USJNP;Newport Beach;USA;POINT (-117.952 33.62623386799999)
GBCNZ;Cockenzie;GBR;POINT (-2.951999999999998 55.97523386799998)
GBLOL;Lochaline;GBR;POINT (-5.764700000000005 56.52913386799997)
GRERM;Ermioni;GRC;POINT (23.25029999999998 37.37973386800002)
ESALC;Alicante;ESP;POINT (-0.4868999999999915 38.337233868)
ESBEM;Benidorm;ESP;POINT (-0.1159000000000106 38.53053386800002)
IEDLG;Dun Laoghaire;IRL;POINT (-6.126899999999978 53.290133868)
DKTED;Thisted;DNK;POINT (8.717300000000023 56.94553386799998)
NOKOP;Kopervik;NOR;POINT (5.318499999999972 59.28353386800001)
USERI;Erie;USA;POINT (-80.09129999999999 42.129133868)
CAFRV;Forestville;CAN;POINT (-69.05829999999997 48.75053386799999)
ZANOL;Port Nolloth;ZAF;POINT (16.86669999999998 -29.249066132)
DZAZW;Arzew;DZA;POINT (-0.3052999999999884 35.85073386800002)
JPNYA;Nishinomiya;JPN;POINT (135.3339 34.726733868)
TRBEY;Beykoz;TUR;POINT (29.10050000000001 41.127533868)
LKMAN;Mannar;LKA;POINT (79.90309999999999 8.989733867999973)
NOLRK;Larkollen;NOR;POINT (10.68849999999998 59.320933868)
GBWOR;Workington;GBR;POINT (-3.567600000000027 54.649733868)
HRRAS;Rasa;HRV;POINT (14.05290000000002 45.02573386799997)
GBBLS;Brightlingsea;GBR;POINT (1.027499999999975 51.807333868)
NLSCI;Schiedam;NLD;POINT (4.407899999999984 51.89773386799999)
GBBOS;Boston;GBR;POINT (-0.02640000000002374 52.97453386799998)
DEPAP;Papenburg;DEU;POINT (7.365499999999997 53.07353386800003)
GBEAM;Eastham;GBR;POINT (-2.975999999999999 53.34713386800001)
GBGAI;Gainsborough;GBR;POINT (-0.7846000000000117 53.39773386799999)
MACAS;Casablanca;MAR;POINT (-7.611199999999997 33.613933868)
JPIWK;Iwakuni;JPN;POINT (132.241874921 34.17367365199999)
ZARCB;Richards Bay;ZAF;POINT (32.06330000000003 -28.79006613000001)
AOCAB;Cabinda;AGO;POINT (12.196772974 -5.548394479000024)
PGTFI;Tufi;PNG;POINT (149.3147 -9.083666132000019)
PGSMU;Salamaua;PNG;POINT (147.0405 -7.056066132000012)
ARRGL;Rio Gallegos;ARG;POINT (-69.21080000000001 -51.62266613200001)
NZIVC;Invercargill;NZL;POINT (168.3409 -46.42086613200001)
AUBWT;Burnie;AUS;POINT (145.9063 -41.05166613199998)
AUPLA;Port Latta;AUS;POINT (145.3791 -40.85196613199997)
JPNUM;Numazu;JPN;POINT (138.8685 35.08553386800003)
PETRU;Trujillo;PER;POINT (-79.09339999999997 -8.12046613199999)
BRCDO;Cabedelo;BRA;POINT (-34.83089999999999 -6.965966132000005)
MYLDU;Lahad Datu;MYS;POINT (118.3273 5.024333867999985)
MYSPT;Sipitang;MYS;POINT (115.5403 5.068733867999981)
PHCUJ;Culion;PHL;POINT (120.0561 11.92133386799998)
CNNTG;Nantong;CHN;POINT (120.8187 32.00013386799998)
JPNGH;Nagahama;JPN;POINT (132.4813 33.61043386799997)
CYLCA;Larnaca;CYP;POINT (33.6481 34.91023386799998)
CYFMG;Famagusta;CYP;POINT (33.95949999999999 35.11953386800002)
RUUGL;Uglegorsk;RUS;POINT (142.0289 49.059833868)
RUSEW;Severodvinsk;RUS;POINT (39.8091 64.58213386800003)
JPAXT;Akita;JPN;POINT (140.0817 39.72823386800002)
NCNEP;Nepoui;NCL;POINT (165.0001 -21.31876613200001)
PEZOR;Zorritos;PER;POINT (-80.6583 -3.666966132000027)
JPSUK;Sukumo;JPN;POINT (132.7249 32.92043386799998)
JPTHR;Takehara;JPN;POINT (132.9217 34.32933386799999)
TRAYT;Antalya;TUR;POINT (30.70269999999999 36.88853386800002)
NZWAG;Wanganui;NZL;POINT (175.0281 -39.95096613200002)
JPUBJ;Ube;JPN;POINT (131.2289 33.939133868)
AUWEI;Weipa;AUS;POINT (141.8797 -12.61796613199999)
BRNAT;Natal;BRA;POINT (-35.18639999999999 -5.782766132000006)
PHDGT;Dumaguete;PHL;POINT (123.3131 9.30933386800001)
VEELP;El Palito;VEN;POINT (-68.10860000000002 10.48323386800001)
MPSPN;Saipan;MNP;POINT (145.7187 15.20833386800001)
INVEN;Vengurla;IND;POINT (73.62270000000001 15.84553386800002)
CNXMN;Xiamen;CHN;POINT (118.0769 24.44993386800002)
EGISM;Ismailia;EGY;POINT (32.27010000000001 30.587233868)
JPISE;Ise;JPN;POINT (136.7411 34.50993386800002)
JPAMA;Amagasaki;JPN;POINT (135.3997000000001 34.70063386800001)
TRECE;Eceabat;TUR;POINT (26.36590000000001 40.204533868)
INVVA;Veraval;IND;POINT (70.35649999999998 20.90433386799998)
INSTV;Surat;IND;POINT (72.83170000000001 21.16733386800001)
TRKAR;Kartal;TUR;POINT (29.19110000000001 40.894733868)
TRAMA;Amasra;TUR;POINT (32.39909999999998 41.749133868)
RUVYG;Vyborg;RUS;POINT (28.74209999999999 60.71553386800002)
ARGHU;Gualeguaychu;ARG;POINT (-58.5068 -33.02096613200001)
CNSHA;Shanghai;CHN;POINT (121.4883 31.23793386800003)
CNWUZ;Wuzhou;CHN;POINT (111.3225 23.473333868)
RUIAA;Igarka;RUS;POINT (86.5573 67.45673386800001)
CLCQQ;Coquimbo;CHL;POINT (-71.33069999999998 -29.95976613200003)
IDCXP;Cilacap;IDN;POINT (108.9935 -7.734766132000004)
JMKIN;Kingston;JAM;POINT (-76.82420000000002 17.98213386800001)
MXESE;Ensenada;MEX;POINT (-116.6219 31.86133386799997)
COBAQ;Barranquilla;COL;POINT (-74.76078922699998 10.96293564299998)
TRGEM;Gemlik;TUR;POINT (29.15809999999999 40.43403386799997)
CLHSO;Huasco;CHL;POINT (-71.22809999999998 -28.45576613200001)
IDTEG;Tegal;IDN;POINT (109.1459 -6.849466131999975)
MGWMN;Maroantsetra;MDG;POINT (49.74022050799999 -15.43933880100002)
VEEGU;El Guamache;VEN;POINT (-64.05880000000002 10.86233386800001)
MXFRN;Frontera;MEX;POINT (-92.66180000000003 18.57713386799998)
CUNVT;Nuevitas;CUB;POINT (-77.26499999999999 21.53873386800001)
UYSTY;Salto;URY;POINT (-57.97500000000002 -31.38996613199998)
TRGIR;Giresun;TUR;POINT (38.39069999999998 40.92043386799998)
TRTZX;Trabzon;TUR;POINT (39.7593 41.00483386799999)
KEMYD;Malindi;KEN;POINT (40.12209999999999 -3.206766131999984)
VEAMY;Amuay;VEN;POINT (-70.23700000000002 11.76943386800002)
LCSLU;Castries;LCA;POINT (-61.00400000000002 14.01173386800002)
HNLCE;La Ceiba;HND;POINT (-86.8313 15.76423386800002)
HNTEA;Tela;HND;POINT (-87.47550000000001 15.77413386799998)
GBPTT;Partington;GBR;POINT (-2.436300000000017 53.428933868)
TRTEK;Tekirdag;TUR;POINT (27.52350000000001 40.98673386799999)
ARPSS;Posadas;ARG;POINT (-55.90260000000001 -27.35176613200002)
ARFMA;Formosa;ARG;POINT (-58.15980000000002 -26.181566132)
ARXPD;San Pedro;ARG;POINT (-59.66449999999998 -33.672266132)
CLPUQ;Punta Arenas;CHL;POINT (-70.90480000000002 -53.15726613200002)
HNAMP;Amapala;HND;POINT (-87.64339999999999 13.30903386799997)
GFCAY;Cayenne;GUF;POINT (-52.33690000000001 4.936733867999976)
IDBUA;Bula;IDN;POINT (130.5001 -3.100966131999996)
PEHCO;Huacho;PER;POINT (-77.62569999999999 -11.119066132)
PECHM;Chimbote;PER;POINT (-78.60399999999998 -9.07906613199998)
PEPCH;Puerto Chicama;PER;POINT (-79.43060000000003 -7.698866131999978)
FJSUV;Suva;FJI;POINT (178.427711 -18.12837999999999)
JMPKS;Port Kaiser;JAM;POINT (-77.6103 17.86173386799999)
ARVCN;Villa Constitucion;ARG;POINT (-60.31549999999999 -33.23446613200002)
UYPDU;Paysandu;URY;POINT (-58.09589999999997 -32.31446613200001)
PGMAG;Madang;PNG;POINT (145.8040999999999 -5.216766131999975)
ILHFA;Haifa;ISR;POINT (35.01409999999998 32.81873387000002)
EGDAM;Damietta;EGY;POINT (31.8261 31.438433868)
PGPOM;Port Moresby;PNG;POINT (147.1503 -9.48066613200001)
KHPNH;Phnom Penh;KHM;POINT (104.9367 11.55903386799997)
IDMAN;Manggar;IDN;POINT (108.289309143 -2.851962252000021)
TONEI;Neiafu;TON;POINT (-173.9754 -18.65126613199999)
KMYVA;Moroni;COM;POINT (43.24009999999998 -11.68696613200001)
IDDJJ;Jayapura;IDN;POINT (140.6963 -2.619066130000022)
IDPSJ;Poso;IDN;POINT (120.7509 -1.381266129999972)
NGCBQ;Calabar;NGA;POINT (8.309300000000007 4.952533867999989)
SNKLC;Kaolack;SEN;POINT (-16.10250000000002 14.13833386800002)
IDSRI;Samarinda;IDN;POINT (117.152269217 -0.5096362030000137)
CVRAI;Praia;CPV;POINT (-23.51389999999998 14.91053386800002)
ILJFA;Tel Aviv;ISR;POINT (34.77230244399999 32.09277091400003)
GHSPD;Saltpond;GHA;POINT (-1.064700000000016 5.196733868000024)
GHSEK;Sekondi;GHA;POINT (-1.710791988999972 4.936079697000025)
TNSFA;Sfax;TUN;POINT (10.76150000000001 34.72933386800003)
DZORN;Oran;DZA;POINT (-0.6487999999999943 35.71803386800002)
IEDDK;Dundalk;IRL;POINT (-6.403099999999995 54.01353386800002)
DEGRO;Grossenbrode;DEU;POINT (11.06950000000001 54.360333868)
CIZSS;Sassandra;CIV;POINT (-6.078800000000001 4.951333868000006)
GBCBT;Campbeltown;GBR;POINT (-5.607100000000003 55.42823386800001)
GBPLN;Port Ellen;GBR;POINT (-6.190099999999973 55.63153386800002)
DKSKB;Skaerbaek;DNK;POINT (9.607700000000023 55.51863386799999)
SEBOM;Borgholm;SWE;POINT (16.65429999999998 56.88413386799999)
NOGTD;Grimstad;NOR;POINT (8.610500000000002 58.34433386799998)
NOLAR;Larvik;NOR;POINT (10.04629999999997 59.04133386799998)
SESTO;Stockholm;SWE;POINT (18.03570000000002 59.31563386800002)
FILAP;Lappohja;FIN;POINT (23.29809999999998 59.91153386799999)
NOTRD;Trondheim;NOR;POINT (10.43529999999998 63.447733868)
CAPTM;Port Maitland;CAN;POINT (-79.5686 42.85823386800001)
USBUF;Buffalo;USA;POINT (-78.8965 42.90433386799998)
CATOR;Toronto;CAN;POINT (-79.3571 43.64003386799999)
USSBA;Santa Barbara;USA;POINT (-119.6709 34.41773386800003)
EGALY;Alexandria;EGY;POINT (29.88146287799998 31.195341665)
CATAD;Tadoussac;CAN;POINT (-69.72519999999997 48.14693386800002)
USPAB;Palm Beach;USA;POINT (-80.0378 26.76313386800001)
USWTN;Wilmington;USA;POINT (-118.2401 33.77713386800002)
IEWEX;Wexford;IRL;POINT (-6.449599999999975 52.32833386800002)
ESVLC;Valencia;ESP;POINT (-0.3229999999999791 39.45913386799998)
ITCPA;Capraia;ITA;POINT (9.823899999999981 43.02513386800001)
SESTA;Stocka;SWE;POINT (17.35930000000002 61.90073386799997)
GRNKV;Nea Karvali;GRC;POINT (24.51249999999999 40.96073386799998)
ESBCN;Barcelona;ESP;POINT (2.180499999999995 41.37373386799999)
FRAJA;Ajaccio;FRA;POINT (8.738299999999981 41.93013386799998)
FRUIP;Quimper;FRA;POINT (-4.109399999999994 47.97193386800001)
GRSKO;Skopelos;GRC;POINT (23.7355 39.12513386799998)
GRYER;Yerakini;GRC;POINT (23.4649 40.27033386800002)
GBPTL;Portland;GBR;POINT (-2.457400000000007 50.56173386799998)
NOTON;Tonsberg;NOR;POINT (10.42570000000001 59.25973386800001)
SELDK;Lidkoping;SWE;POINT (13.1977 58.50053386799999)
ISHAF;Hafnarfjordur;ISL;POINT (-21.94529999999997 64.06393386799999)
DEBRB;Brunsbuttel;DEU;POINT (9.157500000000027 53.88993386800001)
VNHUI;Hue;VNM;POINT (107.5905 16.46803386800002)
SHASI;Georgetown;SHN;POINT (-14.41890000000001 -7.938166131999992)
CAHAL;Halifax;CAN;POINT (-63.58210000000003 44.66633386799998)
PHAPR;Aparri;PHL;POINT (121.6507 18.35633386799998)
PGSQT;Samarai;PNG;POINT (150.6531 -10.58766613199998)
CACOL;Collingwood;CAN;POINT (-80.21289999999999 44.50013386799998)
USMCD;Mackinac Island;USA;POINT (-84.60890000000001 45.84353386800001)
USSUW;Superior;USA;POINT (-92.06400000000002 46.73153386799999)
USMKG;Muskegon;USA;POINT (-86.24220000000003 43.24033386799999)
CAMAR;Marathon;CAN;POINT (-86.3963 48.74093386800001)
BOPSZ;Puerto Suarez;BOL;POINT (-57.78469999999999 -18.95956613200002)
USNWY;North Weymouth;USA;POINT (-70.93579999999997 42.254133868)
PHMBT;Masbate;PHL;POINT (123.63081109 12.36017973999998)
CALUN;Lunenburg;CAN;POINT (-64.315 44.38113386800001)
CAPAC;Port Alice;CAN;POINT (-127.4577 50.382533868)
CAPTE;Port Edward;CAN;POINT (-130.2791 54.22883386799998)
USWRG;Wrangell;USA;POINT (-132.3844 56.47573386800002)
USPEC;Pelican;USA;POINT (-136.2234 57.95693386800002)
USCDV;Cordova;USA;POINT (-145.7646 60.55073386800001)
USPWM;Portland;USA;POINT (-70.23689999999999 43.64943386800002)
CALCP;Lockeport;CAN;POINT (-65.12490000000003 43.70863386799999)
CAWEY;Weymouth;CAN;POINT (-66.01330000000002 44.44313386800002)
USMSS;Massena;USA;POINT (-74.8272 44.96333386800001)
CAION;Iona;CAN;POINT (-60.81849999999997 45.964733868)
CALOU;Louisbourg;CAN;POINT (-59.97039999999998 45.92903386799998)
USWTO;Warrenton;USA;POINT (-123.9106 46.16733386800001)
USPRL;Port Royal;USA;POINT (-80.68340000000001 32.38353386799997)
CAPAB;Port Alberni;CAN;POINT (-124.8271 49.25053386799999)
CAPML;Port Mellon;CAN;POINT (-123.4864 49.51553386799998)
CACOX;Comox;CAN;POINT (-124.9327 49.67393386800001)
CAPTA;Tahsis;CAN;POINT (-126.6631 49.91993386799999)
USPBU;Petersburg;USA;POINT (-132.949 56.80933386800001)
USSEW;Seward;USA;POINT (-149.4475 60.11043386799997)
FRCFR;Caen;FRA;POINT (-0.3213000000000079 49.184833868)
DKBGZ;Bogense;DNK;POINT (10.09370000000001 55.57283386799998)
SEFIG;Figeholm;SWE;POINT (16.56689999999998 57.37113386800002)
GBGIR;Girvan;GBR;POINT (-4.861100000000022 55.23793386800003)
NOVAO;Vardo;NOR;POINT (31.06909999999999 70.37833386800003)
DKKRR;Korsor;DNK;POINT (11.14589999999998 55.336333868)
DKRRV;Rorvig;DNK;POINT (11.75549999999998 55.92953386800002)
GRCRG;Corinth;GRC;POINT (22.94450000000001 37.94703386800001)
ITMLZ;Milazzo;ITA;POINT (15.25990000000002 38.211533868)
FRLRH;La Rochelle;FRA;POINT (-1.160199999999975 46.153333868)
SEKLR;Kalmar;SWE;POINT (16.32749999999999 56.65713386800002)
NOSVG;Stavanger;NOR;POINT (5.74430000000001 58.959733868)
USTOL;Toledo;USA;POINT (-83.52949999999998 41.64283386800003)
USILG;Wilmington;USA;POINT (-75.50380000000001 39.73093386800002)
USMAH;Marcus Hook;USA;POINT (-75.4135 39.80323386800001)
TZMYW;Mtwara;TZA;POINT (40.18770000000001 -10.26326613200001)
JPAIK;Kashiwazaki;JPN;POINT (138.539187848 37.36486731100001)
CVSAR;Sal Rei;CPV;POINT (-22.92349999999999 16.175333868)
SEVST;Vasteras;SWE;POINT (16.55869999999999 59.605133868)
FIKJO;Kalajoki;FIN;POINT (23.9135 64.27583386800001)
GBHLY;Holyhead;GBR;POINT (-4.636500000000012 53.31483386799999)
ESPEV;Pontevedra;ESP;POINT (-8.660199999999975 42.41993386799999)
FRPAI;Paimpol;FRA;POINT (-3.12639999999999 48.754133868)
FRURO;Rouen;FRA;POINT (1.053299999999979 49.45093386799999)
GBPOO;Poole;GBR;POINT (-1.991600000000005 50.72523386799998)
GBNHV;Newhaven;GBR;POINT (0.04070000000001528 50.785133868)
GBPTS;Portslade;GBR;POINT (-0.2617999999999938 50.83693386800002)
GBFAV;Faversham;GBR;POINT (0.8903000000000247 51.34373386800002)
GBFXT;Felixstowe;GBR;POINT (1.342100000000016 51.95993386800001)
NLDEV;Deventer;NLD;POINT (6.149499999999989 52.26053386799998)
IENRS;New Ross;IRL;POINT (-6.961200000000019 52.38013386799997)
GBCHE;Mostyn;GBR;POINT (-3.256799999999998 53.31613386800001)
GBGTN;Garston;GBR;POINT (-2.906600000000026 53.34613386799998)
GBBHK;Bromborough;GBR;POINT (-2.985799999999983 53.35633386799998)
THPAN;Pattani;THA;POINT (101.268568085 6.896413456000005)
PHRLN;Romblon;PHL;POINT (122.271591534 12.57788673699997)
MASAL;Sale;MAR;POINT (-6.772299999999973 34.11113386800002)
TNSUS;Sousse;TUN;POINT (10.6431 35.84133386799999)
MZMMW;Moma;MOZ;POINT (39.23669999999998 -16.76346613200002)
AOBUG;Benguela;AGO;POINT (13.40050000000002 -12.57176613199999)
TZPAN;Pangani;TZA;POINT (38.97809999999998 -5.424966132000009)
THKAN;Kantang;THA;POINT (99.50938501600001 7.410687110000026)
JPKUD;Kudamatsu;JPN;POINT (131.8615 34.00113386999999)
NZWSZ;Westport;NZL;POINT (171.6473 -41.744966132)
NZMMU;Mount Maunganui;NZL;POINT (176.1761 -37.63816613199998)
UYMDO;Maldonado;URY;POINT (-54.92099999999999 -34.96176613199998)
PGATN;Namatanai;PNG;POINT (152.4441 -3.661666131999993)
AUPLO;Port Lincoln;AUS;POINT (135.8907 -34.75166613200003)
AUEPR;Esperance;AUS;POINT (121.8957 -33.86506613199998)
BRSSO;Sao Sebastiao;BRA;POINT (-45.3913 -23.80216613200002)
AUPSM;Point Samson;AUS;POINT (117.2003 -20.63136613199998)
AULUC;Lucinda;AUS;POINT (146.3307 -18.53026613200001)
BRMCP;Macapa;BRA;POINT (-51.03910000000002 0.02803386800002272)
KITRW;Tarawa;KIR;POINT (172.9803000000001 1.328133868000009)
MVMLE;Male;MDV;POINT (73.50150000000002 4.166033868)
MYBKI;Kota Kinabalu;MYS;POINT (116.0667 5.971533867999995)
PHHON;Hondagua;PHL;POINT (122.2187 13.94453386800001)
INMGR;Mangrol;IND;POINT (70.10750000000002 21.10243386799999)
PHPPS;Puerto Princesa;PHL;POINT (118.728897556 9.743584872999975)
MOFMM;Macau;MAC;POINT (113.5457 22.18703386800001)
CNFOC;Fuzhou;CHN;POINT (119.2983 26.04653386799998)
JPOMZ;Omaezaki;JPN;POINT (138.213071661 34.622149928)
JPKZU;Kisarazu;JPN;POINT (139.9204999999999 35.38693386800003)
JPOTR;Otaru;JPN;POINT (141.0087 43.199533868)
RUSOC;Sochi;RUS;POINT (39.7303 43.568433868)
NZDUD;Dunedin;NZL;POINT (170.5057 -45.88426613199999)
NZOAM;Oamaru;NZL;POINT (171.0069 -45.07396613200001)
NZWLG;Wellington;NZL;POINT (174.8073000000001 -41.320166132)
AUWMB;Warrnambool;AUS;POINT (142.4838999999999 -38.39506613200001)
NZWRE;Whangarei;NZL;POINT (174.3305 -35.737266132)
UYCAR;Carmelo;URY;POINT (-58.303 -33.99696613200001)
AUPTL;Port Alma;AUS;POINT (150.8637 -23.58286613199999)
SRAGI;Wageningen;SUR;POINT (-56.6902 5.768633867999995)
PHOZC;Ozamis;PHL;POINT (123.8419 8.14433386799999)
INBLK;Belekeri;IND;POINT (74.2647 14.720133868)
CNZJG;Zhangjiagang;CHN;POINT (120.3987 31.96303386800002)
GRSMI;Samos;GRC;POINT (26.97609999999997 37.75633386800001)
CLLEB;Lebu;CHL;POINT (-73.65429999999998 -37.59696613199998)
BRARB;Aratu;BRA;POINT (-38.45569999999998 -12.78086613200003)
LYABK;Abu Kammash;LBY;POINT (11.745498645 33.07466932900002)
MYJHB;Johor Bahru;MYS;POINT (103.7379 1.457933867999998)
MYKCH;Kuching;MYS;POINT (110.3715 1.557633867999982)
MYLMN;Limbang;MYS;POINT (115.0173 4.813133868000023)
VECHV;Chichiriviche;VEN;POINT (-68.27289999999999 10.91773386800003)
CORCH;Riohacha;COL;POINT (-72.904 11.56263386799998)
PHTDC;Tandoc;PHL;POINT (123.3053 14.04673386799999)
INHON;Honavar;IND;POINT (74.44130000000001 14.272933868)
PHCLP;Calapan;PHL;POINT (121.1523 13.40913386800003)
INBED;Bedi;IND;POINT (70.0061 22.54273386800003)
TWKEL;Keelung;TWN;POINT (121.7361 25.13423386800002)
CNNGB;Ningbo;CHN;POINT (121.5537 29.87043386800002)
JPKUC;Kuchinotsu;JPN;POINT (130.1797 32.60023386799998)
JPFKY;Fukuyama;JPN;POINT (133.4195 34.44993386800002)
JPSMD;Shimoda;JPN;POINT (138.9585 34.67183386800002)
KRMAS;Masan;KOR;POINT (128.5699 35.183933868)
KRUSN;Ulsan;KOR;POINT (129.3511 35.502533868)
KRKUV;Kunsan;KOR;POINT (126.7285000000001 35.89283386800003)
CNLKU;Longkou;CHN;POINT (120.3247 37.64773386799999)
TRMAL;Maltepe;TUR;POINT (29.16030000000001 40.90733386800002)
FINLI;Naantali;FIN;POINT (22.0181 60.466533868)
FIRAA;Raahe;FIN;POINT (24.46089999999998 64.68213386799999)
INDIU;Diu;IND;POINT (70.99970000000002 20.71053386800003)
CNJMN;Jiangmen;CHN;POINT (113.1121000000001 22.60153386799999)
TRELI;Eregli;TUR;POINT (31.41329999999999 41.29093386800002)
RUDUD;Dudinka;RUS;POINT (86.15870000000001 69.40633386799999)
PGGIL;Gilau;PNG;POINT (149.0419000000001 -5.48916613199998)
TRKAS;Kas;TUR;POINT (29.62849999999997 36.19703386800001)
MXVER;Veracruz;MEX;POINT (-96.12419999999997 19.20223386800001)
IDSRG;Semarang;IDN;POINT (110.4215 -6.949366132000023)
BRMAO;Manaus;BRA;POINT (-60.01929999999999 -3.13246613199999)
PEHUY;Huarmey;PER;POINT (-78.18599999999998 -10.11696613200002)
IDAMQ;Ambon;IDN;POINT (128.1653 -3.698266132000015)
IDSKI;Sangkulirang;IDN;POINT (117.9631000000001 0.9839338680000083)
VEPRG;Pertigalete;VEN;POINT (-64.55110000000002 10.25473386800002)
MXPMD;Puerto Madero;MEX;POINT (-92.41640000000001 14.715833868)
DOPOP;Puerto Plata;DOM;POINT (-70.68529999999998 19.799633868)
MXPVR;Puerto Vallarta;MEX;POINT (-105.2528 20.610333868)
TRKUS;Kusadasi;TUR;POINT (27.25189999999998 37.86593386800001)
TRZON;Zonguldak;TUR;POINT (31.80349999999999 41.47293386799998)
CLCNL;Coronel;CHL;POINT (-73.16030000000001 -37.02956613200001)
